피시방 자리에서 음식 같은 거도 주문이 되나요?	예 자리에서 음식 주문하셔도 됩니다
혹시 음식도 주문을 할 수 있나요?	예 음식 주문도 할 수 있습니다
혹시 피씨에서 음식 주문도 가능한가요?	예 자리에서 음식 주문 가능합니다
음식 주문도 가능한가요?	예 음식 주문도 가능합니다
음식 주문은 어디에서 하나요?	자리에서 음식 주문 가능합니다
뭐 음식 같은 거는 주문할 수 있나요?	예 음식 주문하실 수 있습니다
음식 주문이라든지 이런 거도 가능한가요?	네 음식 주문 가능합니다
음식 주문은 할 수 있어요?	네 음식 주문할 수 있습니다
혹시 음식 주문도 할 수 있어요?	네 자리에서 하실 수 있습니다
음식 같은 거도 주문을 할 수 있나요?	네 자리에서 주문하셔도 되고 카운터 오셔서 주문하셔도 됩니다
음식 주문도 가능한가요?	네 자리에서 컴퓨터 켜시면 메뉴판이라고 있어서 거기서 주문하시면 돼요
음식 주문도 가능한가요?	음식 주문은 자리에서 고르시고 주문하시면 됩니다
음식 주문 같은 거 다 가능한가요?	저희는 아직 음식 주문 안 하고 있습니다
음식 같은 것도 주문이 다 가능한가요?	네 자리에서 음식 주문하시면 되세요
음식 주문도 가능한가요?	네 자리에서 먹고 싶은 거 컴퓨터로 주문하시면 됩니다
음식 주문하는 것도 괜찮은가요?	네 자리에서 음식 주문해주시면 됩니다
음식 주문 가능한가요?	네 음식 주문 가능합니다
음식 주문도 가능하고요?	저희는 음식도 다 셀프로 하고 있어요
음식 주문 가능한가요?	네 자리 앉으셔서 주문하시면 됩니다
음식도 주문이 가능한가요?	자리에서 음식 주문하시면 돼요
음식 시키면 여기서 직접 해서 갖다 주시는 건가요?	네 저희가 직접 조리해서 갖다 드립니다
음식은 주문 가능하고요?	네 자리 가셔서 음식 시키시면 됩니다
음식도 주문하면 다 만들어 주시는 거예요?	네 주문하면 다 만들어드립니다
아이스 아메리카노도 같이 주문할 수 있나요?	아이스 아메리카노도 같이 주문할 수 있나요?
지금 라면하고 햄버거 주문할 수 있나요?	네 라면하고 불고기버거 있습니다
식사도 주문할 수 있습니까?	라면같이 간단한 것은 가능합니다
콜라부터 가져가도 돼요?	네 가능합니다
단무지도 같이 주시나요?	네 드립니다
라면도 끓여주시나요?	저희는 사발면만 판매합니다
컵라면 먹을 수 있나요?	네 가능합니다
삼양라면 없어요?	저희 가게에서는 삼양 제품을 쓰지 않습니다
음식 주문도 돼요?	그것도 자리에서 가능하세요
라면 음료수 준비 바로 되나요?	네 준비해 드려요
음료 중에 뭐가 제일 맛있어요?	아메리카노가 제일 많이 나가니까 제일 맛있겠죠
혹시 김치도 파나요?	아니요 필요하면 근처 편의점에서 사서 드셔도 돼요
네 식사는 어떤 종류가 있나요?	네 여기 메뉴판에서 고르시면 돼요
컵라면 주문 가능한가요?	네 PC 메뉴판에서 주문 가능합니다
라면 파나요?	2가지 종류 있습니다
단무지는 안 주시나요?	단무지도 가져다드릴게요
음식 주문도 가능한가요?	피씨 화면상에서 주문하시면 가져다드립니다
너무 배고픈데 가장 빨리 나오는 메뉴는 뭔가요	패스트푸드 종류는 지금 바로 드실 수 있습니다
여기 컵라면도 팔죠?	네 팝니다
식사 주문도 가능한가요?	네 모니터 화면 참고해주세요
여기 매점도 있죠?	네 저기 있습니다
라면 주문 가능하나요?	네 자리에서 주문 부탁드립니다
그리고 라면 하나랑 참치 마요 덮밥 가능한가요?	네 그럼요
그럼 도시락 라면 주문 가능한가요?	자리 가시면 거기서 주문 가능하세요
음식도 판매하나요?	간단한 조리식품이랑 음료 판매하고 있습니다
그럼 비빔밥은요?	비빔밥은 가능합니다
컵라면도 되나요?	물론입니다 자리로 갖다 드릴게요
음료 중에 커피도 있나요?	핫 아메리카노랑 아이스 아메리카노가 있습니다
음식 주문도 가능하죠?	음료랑 도시락 주문만 가능해요
음식을 주문할 수 있을까요?	가능합니다
음료도 있나요?	탄산음료가 있습니다
